id,name,rank,media,episodes,season,members,score
2204,Karakurizoushi Ayatsuri Sakon,1899,TV,26,Oct1999-Mar2000,9144,7.4
9023,Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,1900,Special,3,Apr2010-Jun2010,15212,7.4
3358,Kure-nai,1901,TV,12,Apr2008-Jun2008,77392,7.4
22693,Lady Jewelpet,1902,TV,52,Apr2014-Mar2015,7008,7.4
3468,Maria-sama ga Miteru Specials,1903,Special,7,Apr2004-Oct2004,7924,7.4
20221,Minami-ke Natsuyasumi,1904,OVA,1,Aug2013-Aug2013,15000,7.4
1091,Mobile Suit Gundam II: Soldiers of Sorrow,1905,Movie,1,Jul1981-Jul1981,20483,7.4
3965,Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,1906,Special,1,Feb2008-Feb2008,24881,7.4
37975,Piano no Mori (TV) 2nd Season,1907,TV,12,Jan2019-Apr2019,27424,7.4
20709,Sabage-bu!,1908,TV,12,Jul2014-Sep2014,119235,7.4
2903,Sakigake!! Otokojuku,1909,TV,34,Feb1988-Nov1988,8994,7.4
11499,Sankarea,1910,TV,12,Apr2012-Jun2012,419601,7.4
10464,Seitokai no Ichizon Lv.2,1911,ONA,10,Oct2012-Dec2012,59385,7.4
5277,Sekirei: Pure Engagement,1912,TV,13,Jul2010-Sep2010,184653,7.4
37804,Shirobako Movie,1913,Movie,1,Feb2020-Feb2020,26280,7.4
31327,Shokugeki no Souma OVA,1914,OVA,2,May2016-Jul2016,82959,7.4
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,1915,TV,13,Jan2015-Apr2015,17891,7.4
1190,Tennis no Ouji-sama: Sonzoku Yama no Hi,1916,OVA,1,2003-2003,14005,7.4
113,Uchuu no Stellvia,1917,TV,26,Apr2003-Sep2003,20108,7.4
35645,Uta no☆Prince-sama♪ Maji Love Kingdom Movie,1918,Movie,1,Jun2019-Jun2019,7662,7.4
37993,Watashi ni Tenshi ga Maiorita!,1919,TV,12,Jan2019-Mar2019,105302,7.4
39380,"Wei, Kanjian Erduo La! 2",1920,ONA,12,Feb2019-Apr2019,5057,7.4
183,Whistle!,1921,TV,39,May2002-Feb2003,11437,7.4
25519,Yuuki Yuuna wa Yuusha de Aru,1922,TV,12,Oct2014-Dec2014,112662,7.4
5075,Yuusha Keisatsu J-Decker,1923,TV,48,Feb1994-Jan1995,2281,7.4
15911,Yuyushiki,1924,TV,12,Apr2013-Jun2013,83052,7.4
763,Zoids,1925,TV,67,Sep1999-Dec2000,39357,7.4
1238,One Piece: Mamore! Saigo no Dai Butai,1926,Special,1,Dec2003-Dec2003,22535,7.39
770,Pale Cocoon,1927,OVA,1,Dec2005-Dec2005,57158,7.39
17875,Papa no Iukoto wo Kikinasai! OVA,1928,OVA,2,Jun2013-Mar2015,31343,7.39
10445,Perfect Day,1929,Music,1,Feb2011-Feb2011,10192,7.39
1873,Plawres Sanshirou,1930,TV,37,Jun1983-Feb1984,2774,7.39
1117,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,1931,Movie,1,Jul1999-Jul1999,131350,7.39
40005,Quanzhi Fashi IV,1932,ONA,12,May2020-Jun2020,7989,7.39
1010,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,1933,Movie,1,Aug1994-Aug1994,13184,7.39
28497,Rokka no Yuusha,1934,TV,12,Jul2015-Sep2015,444596,7.39
34102,Sakurada Reset,1935,TV,24,Apr2017-Sep2017,110904,7.39
1815,Shakugan no Shana Movie,1936,Movie,1,Apr2007-Apr2007,54678,7.39
2942,Sketchbook: Full Color's,1937,TV,13,Oct2007-Dec2007,24081,7.39
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,1938,Movie,1,Dec2010-Dec2010,11805,7.39
23725,Strike Witches: Operation Victory Arrow,1939,OVA,3,Dec2014-Jul2015,18758,7.39
23319,"Suisei no Gargantia: Meguru Kouro, Haruka",1940,OVA,2,Sep2014-Apr2015,33343,7.39
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,1941,Special,1,Feb2008-Feb2008,35457,7.39
5332,Toshokan Sensou: Koi no Shougai,1942,Special,1,Oct2008-Oct2008,8667,7.39
10294,Towa no Quon 1: Utakata no Kaben,1943,Movie,1,Jun2011-Jun2011,55448,7.39
2129,True Tears,1944,TV,13,Jan2008-Mar2008,172184,7.39
970,Yokoyama Mitsuteru Sangokushi,1945,TV,47,Oct1991-Sep1992,4536,7.39
18177,Yowamushi Pedal: Special Ride,1946,OVA,1,Aug2013-Aug2013,15434,7.39
15061,Aikatsu!,1947,TV,178,Oct2012-Mar2016,30346,7.39
1589,Bartender,1948,TV,11,Oct2006-Dec2006,66736,7.39
35459,Boku no Hero Academia: Training of the Dead,1949,OVA,1,Jun2017-Jun2017,113214,7.39
4186,Chrome Shelled Regios,1950,TV,24,Jan2009-Jun2009,167624,7.39
1476,City Hunter: Hyakuman Dollar no Inbou,1951,Movie,1,Aug1990-Aug1990,4881,7.39
37597,Dakaretai Otoko 1-i ni Odosarete Imasu.,1952,TV,13,Oct2018-Dec2018,57091,7.39
24655,Date A Live Movie: Mayuri Judgment,1953,Movie,1,Aug2015-Aug2015,123890,7.39
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,1954,Movie,1,Mar1986-Mar1986,3454,7.39
5096,Doraemon Movie 28: Nobita to Midori no Kyojin Den,1955,Movie,1,Mar2008-Mar2008,4306,7.39
2553,Flanders no Inu,1956,TV,52,Jan1975-Dec1975,4733,7.39
1394,Future GPX Cyber Formula Saga,1957,OVA,8,Aug1996-Jul1997,1760,7.39
31997,Hetalia: The World Twinkle Extra Disc,1958,OVA,1,Feb2016-Feb2016,5935,7.39
41061,Heya Camp△: Sauna to Gohan to Sanrin Bike,1959,Special,1,May2020-May2020,7200,7.39
35376,Himouto! Umaru-chan R,1960,TV,12,Oct2017-Dec2017,153167,7.39
1878,Kaze no Shoujo Emily,1961,TV,26,Apr2007-Sep2007,5055,7.39
17643,Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,1962,OVA,1,Aug2013-Aug2013,23792,7.39
21105,Love Stage!!,1963,TV,10,Jul2014-Sep2014,169683,7.39
1419,Lupin III: Kutabare! Nostradamus,1964,Movie,1,Apr1995-Apr1995,7652,7.39
10624,Mardock Scramble: The Second Combustion,1965,Movie,1,Sep2011-Sep2011,34348,7.39
19511,Naruto: Shippuuden - Sunny Side Battle,1966,Special,1,Oct2013-Oct2013,36361,7.39
8857,Nichijou: Nichijou no 0-wa,1967,OVA,1,Mar2011-Mar2011,61745,7.39
33818,Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,1968,OVA,1,Mar2017-Mar2017,13301,7.38
10479,Beelzebub Specials,1969,Special,16,Jun2011-Sep2012,17630,7.38
3076,Bishoujo Senshi Sailor Moon SuperS Specials,1970,Special,3,Apr1995-Apr1995,17585,7.38
11633,Blood Lad,1971,TV,10,Jul2013-Sep2013,477366,7.38
33929,Boku no Hero Academia: Sukue! Kyuujo Kunren!,1972,OVA,1,Apr2017-Apr2017,101404,7.38
40004,Bokutachi wa Benkyou ga Dekinai!,1973,TV,13,Oct2019-Dec2019,131806,7.38
15927,Carnival Phantasm: HibiChika Special,1974,Special,1,Jul2012-Jul2012,25530,7.38
7972,"Chi's Sweet Home: Chi to Kocchi, Deau.",1975,OVA,1,Apr2010-Apr2010,6233,7.38
23383,D-Frag!*,1976,OVA,1,Sep2014-Sep2014,50081,7.38
38656,Darwin's Game,1977,TV,11,Jan2020-Mar2020,230405,7.38
901,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",1978,Movie,1,Mar1993-Mar1993,113434,7.38
356,Fate/stay night,1979,TV,24,Jan2006-Jun2006,664958,7.38
37086,Kakegurui××,1980,TV,12,Jan2019-Mar2019,298847,7.38
16009,Kamisama no Inai Nichiyoubi,1981,TV,12,Jul2013-Sep2013,181458,7.38
19193,Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,1982,Movie,1,Jun2014-Jun2014,35566,7.38
32949,Kuzu no Honkai,1983,TV,12,Jan2017-Mar2017,396582,7.38
16353,Love Lab,1984,TV,13,Jul2013-Sep2013,147237,7.38
1424,Lupin III: Otakara Henkyaku Daisakusen!!,1985,Special,1,Aug2003-Aug2003,4781,7.38
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e",1986,TV,13,Jul2020-,158472,7.38
9181,Motto To LOVE-Ru,1987,TV,12,Oct2010-Dec2010,236386,7.38
17505,Mushibugyou,1988,TV,26,Apr2013-Sep2013,68124,7.38
6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,1989,Movie,1,Aug2009-Aug2009,135277,7.38
6896,Pandora Hearts Omake,1990,Special,9,Jul2009-Mar2010,39590,7.38
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,1991,ONA,12,Jan2020-Jan2020,128434,7.38
5984,Ristorante Paradiso,1992,TV,11,Apr2009-Jun2009,34793,7.38
168,s.CRY.ed,1993,TV,26,Jul2001-Dec2001,69741,7.38
5909,Seitokai no Ichizon,1994,TV,12,Oct2009-Dec2009,158594,7.38
38759,Sewayaki Kitsune no Senko-san,1995,TV,12,Apr2019-Jun2019,188722,7.38
6572,Shakugan no Shana S,1996,OVA,4,Oct2009-Sep2010,72395,7.38
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,1997,TV,12,Jul2015-Sep2015,486487,7.38
1170,Slayers Special,1998,OVA,3,Jul1996-May1997,16510,7.38
2013,Taiho Shichau zo The Movie,1999,Movie,1,Apr1999-Apr1999,6297,7.38
34086,Tales of Zestiria the Cross 2nd Season,2000,TV,13,Jan2017-Apr2017,118919,7.38
16417,Tamako Market,2001,TV,12,Jan2013-Mar2013,255193,7.38
1146,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,2002,OVA,1,Sep1993-Sep1993,12532,7.38
39024,Wu Dong Qian Kun,2003,ONA,12,Jan2019-Apr2019,2944,7.38
35673,Yama no Susume: Omoide Present,2004,OVA,1,Oct2017-Oct2017,8536,7.38
31414,Nijiiro Days,2005,TV,24,Jan2016-Jun2016,144847,7.37
1203,Nitaboh,2006,Movie,1,Feb2004-Feb2004,7075,7.37
10257,Pretty Rhythm: Aurora Dream,2007,TV,51,Apr2011-Mar2012,15403,7.37
238,Rekka no Honoo,2008,TV,42,Jul1997-Jul1998,51114,7.37
38938,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai Picture Drama,2009,Special,5,Dec2018-May2019,37724,7.37
15751,Senyuu.,2010,TV,13,Jan2013-Apr2013,96501,7.37
4715,Shigofumi: Sore kara,2011,Special,1,Sep2008-Sep2008,14826,7.37
959,Shin Chou Kyou Ryo: Condor Hero,2012,TV,26,Apr2001-Oct2002,7307,7.37
1764,Slam Dunk (Movie),2013,Movie,1,Mar1994-Mar1994,13062,7.37
198,Speed Grapher,2014,TV,24,Apr2005-Sep2005,91399,7.37
815,Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,2015,Movie,1,Jan2005-Jan2005,17904,7.37
37986,Trinity Seven Movie 2: Heavens Library to Crimson Lord,2016,Movie,1,Mar2019-Mar2019,54104,7.37
8115,Uchuu Show e Youkoso,2017,Movie,1,Feb2010-Feb2010,19461,7.37
25755,Yowamushi Pedal: Re:RIDE,2018,Movie,1,Sep2014-Sep2014,8886,7.37
1195,Zero no Tsukaima,2019,TV,13,Jul2006-Sep2006,603760,7.37
50,Aa! Megami-sama! (TV),2020,TV,24,Jan2005-Jul2005,130014,7.37
11759,Accel World,2021,TV,24,Apr2012-Sep2012,558224,7.37
4970,Afro Samurai: Resurrection,2022,Movie,1,Jan2009-Jan2009,75829,7.37
2969,Appleseed Saga Ex Machina,2023,Movie,1,Oct2007-Oct2007,34628,7.37
1536,Busou Renkin,2024,TV,26,Oct2006-Mar2007,146378,7.37
1475,City Hunter: Bay City Wars,2025,Movie,1,Aug1990-Aug1990,5119,7.37
34299,Digimon Adventure tri. 4: Soushitsu,2026,Movie,1,Feb2017-Feb2017,42717,7.37
906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,2027,Movie,1,Jul1995-Jul1995,88178,7.37
13335,Fuse: Teppou Musume no Torimonochou,2028,Movie,1,Oct2012-Oct2012,25799,7.37
344,Futatsu no Spica,2029,TV,20,Nov2003-Mar2004,8307,7.37
15863,Ginga Kikoutai Majestic Prince,2030,TV,24,Apr2013-Sep2013,47736,7.37
14811,GJ-bu,2031,TV,12,Jan2013-Mar2013,139011,7.37
506,Glass no Kamen,2032,TV,23,Apr1984-Sep1984,6753,7.37
1663,Haha wo Tazunete Sanzenri,2033,TV,52,Jan1976-Dec1976,7045,7.37
13469,Hyouka: Motsubeki Mono wa,2034,OVA,1,Jul2012-Jul2012,120091,7.37
34420,Isekai Izakaya: Koto Aitheria no Izakaya Nobu,2035,ONA,24,Apr2018-Sep2018,20891,7.37
520,Marmalade Boy Movie,2036,Movie,1,Mar1995-Mar1995,8075,7.37
1972,Meitantei Holmes,2037,TV,26,Nov1984-May1985,7864,7.37
34318,Mekakucity V's,2038,Music,4,Jan2014-Jan2014,4279,7.37
8481,"""Bungaku Shoujo"" Memoire",2039,OVA,3,Jun2010-Dec2010,24422,7.36
9611,Aa! Megami-sama! (2011),2040,OVA,3,Feb2011-Aug2013,18192,7.36
1292,Afro Samurai,2041,TV,5,May2007-May2007,241696,7.36
2986,Bamboo Blade,2042,TV,26,Oct2007-Apr2008,77565,7.36
4138,Chiisana Penguin Lolo no Bouken,2043,OVA,3,1986-1987,2291,7.36
15199,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,2044,Movie,1,May2015-May2015,83161,7.36
35849,Darling in the FranXX,2045,TV,24,Jan2018-Jul2018,753772,7.36
5593,Dogs: Bullets & Carnage,2046,OVA,4,May2009-Jul2009,54332,7.36
501,Doraemon,2047,TV,26,Apr1973-Sep1973,14357,7.36
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,2048,Special,1,Feb2013-Feb2013,65797,7.36
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,2049,Movie,1,Aug2001-Aug2001,8333,7.36
40323,Gintama: Monster Strike-hen,2050,ONA,2,Aug2019-Sep2019,7743,7.36
1825,Hadashi no Gen 2,2051,Movie,1,Jun1986-Jun1986,8544,7.36
5521,Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,2052,OVA,1,Mar2009-Mar2009,33370,7.36
8768,Hiyokoi,2053,Special,1,Jul2010-Jul2010,77213,7.36
10804,"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",2054,Special,1,Jul2011-Jul2011,7446,7.36
34012,Isekai Shokudou,2055,TV,12,Jul2017-Sep2017,135921,7.36
10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,2056,Special,1,Jul2010-Jul2010,66314,7.36
9213,Kowarekake no Orgel,2057,OVA,1,Dec2009-Dec2009,31679,7.36
483,Kurau Phantom Memory,2058,TV,24,Jun2004-Dec2004,25144,7.36
38959,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,2059,TV,13,Jul2019-Sep2019,97754,7.36
158,Maria-sama ga Miteru,2060,TV,13,Jan2004-Apr2004,50178,7.36
3469,Maria-sama ga Miteru: Haru Specials,2061,Special,6,Oct2004-May2005,7195,7.36
3225,Minami-ke Okawari,2062,TV,13,Jan2008-Mar2008,63513,7.36
35946,Nanatsu no Taizai Movie: Tenkuu no Torawarebito,2063,Movie,1,Aug2018-Aug2018,146821,7.36
10928,Nogizaka Haruka no Himitsu: Finale,2064,OVA,4,Aug2012-Nov2012,30550,7.36
2107,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,2065,Movie,1,Mar2007-Mar2007,46410,7.36
11179,Papa no Iukoto wo Kikinasai!,2066,TV,12,Jan2012-Mar2012,153625,7.36
36652,Piano no Mori (TV),2067,TV,12,Apr2018-Jul2018,69622,7.36
40351,Pokemon (2019),2068,TV,null,Nov2019-,30322,7.36
710,Rec,2069,TV,9,Feb2006-Mar2006,94910,7.36
13599,Robotics;Notes,2070,TV,22,Oct2012-Mar2013,152006,7.36
18041,Rozen Maiden (2013),2071,TV,13,Jul2013-Sep2013,63735,7.36
573,Saber Marionette J,2072,TV,25,Oct1996-Mar1997,25070,7.36
2978,Shin Getter Robo,2073,OVA,13,Apr2004-Sep2004,7392,7.36
7662,Shinrei Tantei Yakumo,2074,TV,13,Oct2010-Dec2010,108872,7.36
33362,Starmyu 2nd Season,2075,TV,12,Apr2017-Jun2017,13153,7.36
565,Steamboy,2076,Movie,1,Jul2004-Jul2004,62445,7.36
5141,Taishou Yakyuu Musume.,2077,TV,12,Jul2009-Sep2009,16951,7.36
30344,The iDOLM@STER Cinderella Girls 2nd Season,2078,TV,12,Jul2015-Oct2015,29154,7.36
878,Zegapain,2079,TV,26,Apr2006-Sep2006,28393,7.36
4038,Zettai Karen Children,2080,TV,51,Apr2008-Mar2009,37588,7.36
764,Zoids Shinseiki/Zero,2081,TV,26,Jan2001-Jun2001,22914,7.36
14267,Persona 4 the Animation: The Factor of Hope,2082,Movie,1,Jun2012-Jun2012,15252,7.35
527,Pokemon,2083,TV,276,Apr1997-Nov2002,410616,7.35
34300,Quanzhi Fashi,2084,ONA,12,Sep2016-Nov2016,72497,7.35
12067,Rurouni Kenshin Special,2085,Special,1,Dec1998-Dec1998,14885,7.35
20671,Shashinkan,2086,Movie,1,Nov2013-Nov2013,4899,7.35
32105,Sousei no Onmyouji,2087,TV,50,Apr2016-Mar2017,329526,7.35
19021,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,2088,Movie,1,Sep2013-Sep2013,65591,7.35
30911,Tales of Zestiria the Cross,2089,TV,12,Jul2016-Sep2016,245495,7.35
2126,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,2090,OVA,4,Dec1995-Feb1996,9822,7.35
33035,"Yuyushiki: Komarasetari, Komarasaretari",2091,OVA,1,Feb2017-Feb2017,9343,7.35
656,Air in Summer,2092,Special,2,Aug2005-Sep2005,35994,7.35
3549,Allison to Lillia,2093,TV,26,Apr2008-Oct2008,36955,7.35
7870,Baka to Test to Shoukanjuu Specials,2094,Special,6,Apr2010-Sep2010,41580,7.35
8756,Bishoujo Senshi Sailor Moon Memorial,2095,OVA,5,Aug1998-May1999,12533,7.35
38186,Bokutachi wa Benkyou ga Dekinai,2096,TV,13,Apr2019-Jun2019,207638,7.35
1078,Cardcaptor Sakura: Kero-chan ni Omakase!,2097,Movie,1,Jul2000-Jul2000,26778,7.35
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,2098,TV,52,Apr1989-Mar1990,4617,7.35
10531,Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,2099,OVA,1,Apr2011-Apr2011,7837,7.35
39164,Dramaturgy,2100,Music,1,Oct2017-Oct2017,1002,7.35
408,Final Fantasy VII: Last Order,2101,Special,1,Sep2005-Sep2005,58408,7.35
908,Fullmetal Alchemist: Premium Collection,2102,OVA,3,Mar2006-Mar2006,58245,7.35
18229,Gatchaman Crowds,2103,TV,12,Jul2013-Sep2013,156932,7.35
476,Ginban Kaleidoscope,2104,TV,12,Oct2005-Dec2005,40974,7.35
27631,God Eater,2105,TV,13,Jul2015-Mar2016,383730,7.35
1030,Heisei Tanuki Gassen Ponpoko,2106,Movie,1,Jun1994-Jun1994,64143,7.35
28607,Hetalia: The World Twinkle,2107,ONA,15,Jul2015-Oct2015,31049,7.35
14753,Hori-san to Miyamura-kun,2108,OVA,4,Sep2012-Dec2018,56530,7.35
822,Initial D Extra Stage,2109,OVA,2,Mar2001-Mar2001,31203,7.35
33248,K: Seven Stories Movie 1 - R:B - Blaze,2110,Movie,1,Jul2018-Jul2018,51379,7.35
1004,Kanojo to Kanojo no Neko,2111,OVA,1,Apr2002-Apr2002,78542,7.35
5710,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,2112,Movie,1,Mar2009-Mar2009,3284,7.35
2927,KimiKiss Pure Rouge,2113,TV,24,Oct2007-Mar2008,77073,7.35
191,Love Hina Christmas Special: Silent Eve,2114,Special,1,Dec2000-Dec2000,52000,7.35
519,Mahoraba: Heartful days,2115,TV,26,Jan2005-Jun2005,21192,7.35
6116,Mainichi Kaasan,2116,TV,142,Apr2009-Mar2012,2478,7.35
2954,Maria-sama ga Miteru 3rd Specials,2117,Special,5,Dec2006-Jul2007,6248,7.35
10110,Mayo Chiki!,2118,TV,13,Jul2011-Sep2011,355315,7.35
36936,Mirai no Mirai,2119,Movie,1,Jul2018-Jul2018,70618,7.35
2929,Moonlight Mile 2nd Season: Touch Down,2120,TV,14,Sep2007-Dec2007,3977,7.35
30016,Nanbaka,2121,TV,13,Oct2016-Dec2016,199618,7.35
11701,Another: The Other - Inga,2122,OVA,1,May2012-May2012,141018,7.34
35262,Boku no Hero Academia 2nd Season: Hero Note,2123,Special,1,Mar2017-Mar2017,96451,7.34
1222,Bokura ga Ita,2124,TV,26,Jul2006-Dec2006,184359,7.34
2817,Cinderella Monogatari,2125,TV,26,Apr1996-Oct1996,5717,7.34
2512,Detective Conan OVA 02: 16 Suspects,2126,OVA,1,2002-2002,12924,7.34
15925,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,2127,Movie,1,Mar2013-Mar2013,2609,7.34
36491,Doupo Cangqiong,2128,ONA,12,Jan2017-Apr2017,5043,7.34
6783,ef: A Tale of Memories. - Recollections,2129,Special,1,Sep2008-Sep2008,11835,7.34
9135,Fullmetal Alchemist: The Sacred Star of Milos,2130,Movie,1,Jul2011-Jul2011,140166,7.34
1391,Future GPX Cyber Formula,2131,TV,37,Mar1991-Dec1991,4878,7.34
36317,Gaikotsu Shotenin Honda-san,2132,TV,12,Oct2018-Dec2018,75076,7.34
21681,Hanayamata,2133,TV,12,Jul2014-Sep2014,88950,7.34
5150,Hatsukoi Limited.,2134,TV,12,Apr2009-Jun2009,76954,7.34
31326,High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,2135,Special,6,Jul2015-Jan2016,54148,7.34
666,JoJo no Kimyou na Bouken,2136,OVA,6,Nov1993-Nov1994,63157,7.34
33490,Kaitou Joker 4th Season,2137,TV,13,Oct2016-Dec2016,2947,7.34
10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,2138,OVA,1,Sep2011-Sep2011,85715,7.34
3958,Kannagi,2139,TV,13,Oct2008-Dec2008,127037,7.34
2408,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,2140,Movie,1,Mar2007-Mar2007,4326,7.34
10918,Kowarekake no Orgel (Movie),2141,Movie,1,Sep2010-Sep2010,13538,7.34
6604,Kuruneko,2142,TV,50,Jul2009-Jun2010,3790,7.34
33106,Love Live! μ's Final Love Live! Opening Animation,2143,Special,1,Mar2016-Mar2016,5236,7.34
1439,Lupin III: Walther P38,2144,Special,1,Aug1997-Aug1997,5597,7.34
14833,Maoyuu Maou Yuusha,2145,TV,12,Jan2013-Mar2013,322267,7.34
32233,Micchiri Neko March,2146,Music,1,Apr2013-Apr2013,1803,7.34
3342,Mnemosyne: Mnemosyne no Musume-tachi,2147,TV,6,Feb2008-Jul2008,145245,7.34
39806,Mugen no Juunin: Immortal,2148,ONA,24,Oct2019-Mar2020,45399,7.34
6712,Natsu no Arashi! Akinaichuu,2149,TV,13,Oct2009-Dec2009,16634,7.34
601,Nekojiru-sou,2150,OVA,1,Feb2001-Feb2001,55947,7.34
1655,Nerima Daikon Brothers,2151,TV,12,Jan2006-Mar2006,7359,7.34
351,Ojamajo Doremi Sharp,2152,TV,49,Feb2000-Jan2001,14330,7.34
19369,Outbreak Company,2153,TV,12,Oct2013-Dec2013,258671,7.34
161,Peace Maker Kurogane,2154,TV,24,Oct2003-Mar2004,48091,7.34
10884,Saki Achiga-hen: Episode of Side-A,2155,TV,12,Apr2012-Jul2012,29775,7.34
2555,Shoukoushi Cedie,2156,TV,43,Jan1988-Dec1988,2954,7.34
1171,Slayers Excellent,2157,OVA,3,Oct1998-Mar1999,17339,7.34
868,Slayers Great,2158,Movie,1,Aug1997-Aug1997,16340,7.34
869,Slayers Return,2159,Movie,1,Aug1996-Aug1996,16681,7.34
1081,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,2160,OVA,13,Dec2002-Dec2003,5862,7.34
6381,Strike Witches 2,2161,TV,12,Jul2010-Sep2010,69183,7.34
4884,Tales of the Abyss,2162,TV,26,Oct2008-Mar2009,104760,7.34
13333,Tari Tari,2163,TV,13,Jul2012-Sep2012,125367,7.34
5667,To LOVE-Ru OVA,2164,OVA,6,Apr2009-Apr2010,130899,7.34
3859,Top Secret: The Revelation,2165,TV,26,Apr2008-Oct2008,15940,7.34
27,Trinity Blood,2166,TV,24,Apr2005-Oct2005,151601,7.34
37937,Wan Jie Xian Zong,2167,ONA,40,Mar2018-Jul2018,1729,7.34
975,Yokohama Kaidashi Kikou,2168,OVA,2,May1998-Dec1998,24318,7.34
32051,One Piece: Adventure of Nebulandia,2169,Special,1,Dec2015-Dec2015,23124,7.33
443,Onegai☆Teacher: Himitsu na Futari,2170,OVA,1,Oct2002-Oct2002,40790,7.33
2835,Patalliro!,2171,TV,49,Apr1982-May1983,5061,7.33
35338,Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,2172,Special,1,Apr2017-Apr2017,67949,7.33
4015,School Rumble San Gakki,2173,OVA,2,Jul2008-Sep2008,53089,7.33
15963,Seitokai no Ichizon Lv.2: Watasu Seitokai,2174,OVA,1,Jul2013-Jul2013,18201,7.33
5034,Shikabane Hime: Kuro,2175,TV,12,Jan2009-Mar2009,65319,7.33
867,Slayers Gorgeous,2176,Movie,1,Aug1998-Aug1998,16207,7.33
30321,Strike the Blood: Valkyria no Oukoku-hen,2177,OVA,2,Nov2015-Dec2015,66248,7.33
11757,Sword Art Online,2178,TV,25,Jul2012-Dec2012,1911839,7.33
541,Tenchi Muyou! Ryououki 3rd Season,2179,OVA,6,Sep2003-Mar2005,16880,7.33
5947,Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume,2180,OVA,1,Jan2009-Jan2009,24985,7.33
2337,Tetsujin 28-gou (2004),2181,TV,26,Apr2004-Sep2004,3397,7.33
32174,"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",2182,Special,1,Feb2016-Feb2016,6567,7.33
944,The Third: Aoi Hitomi no Shoujo,2183,TV,24,Apr2006-Oct2006,18359,7.33
807,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,2184,Movie,1,Aug2005-Aug2005,40695,7.33
49,Aa! Megami-sama!,2185,OVA,5,Feb1993-May1994,44658,7.33
101,Air,2186,TV,12,Jan2005-Mar2005,247883,7.33
11266,Ao no Exorcist: Kuro no Iede,2187,Special,1,Oct2011-Oct2011,100687,7.33
6676,Asura Cryin' 2,2188,TV,13,Oct2009-Dec2009,55009,7.33
1521,Black Jack the Movie,2189,Movie,1,Nov1996-Nov1996,9672,7.33
39819,Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru,2190,OVA,1,Nov2019-Nov2019,36047,7.33
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,2191,TV,13,Jul2013-Sep2013,599409,7.33
10638,Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,2192,Special,1,Feb2012-Feb2012,49698,7.33
