id,name,rank,media,episodes,season,members,score
35658,Kuroko no Basket: Last Game NG-shuu,935,Special,1,Sep2017-Sep2017,16367,7.74
25015,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,936,Movie,1,Mar2015-Mar2015,102196,7.74
39196,Mairimashita! Iruma-kun,937,TV,23,Oct2019-Mar2020,144463,7.74
1462,Memories,938,Movie,3,Dec1995-Dec1995,71082,7.74
90,Mobile Suit Gundam Wing,939,TV,49,Apr1995-Mar1996,123875,7.74
15959,Nurarihyon no Mago OVA,940,OVA,2,Dec2012-Mar2013,19771,7.74
5530,Pandora Hearts,941,TV,25,Apr2009-Sep2009,341149,7.74
1719,Rozen Maiden: Ouvertüre,942,Special,2,Dec2006-Dec2006,53932,7.74
33064,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,943,OVA,26,Feb2017-Mar2019,16044,7.74
31289,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,944,Special,1,Aug2015-Aug2015,26037,7.73
8795,Panty & Stocking with Garterbelt,945,TV,13,Oct2010-Dec2010,271967,7.73
396,Seikai no Senki,946,TV,13,Apr2000-Jul2000,26901,7.73
582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,947,TV,48,Jan1998-Mar1998,9963,7.73
28069,Shigatsu wa Kimi no Uso: Moments,948,OVA,1,May2015-May2015,78229,7.73
5485,Shin Mazinger Shougeki! Z-hen,949,TV,26,Apr2009-Sep2009,12136,7.73
36106,Shingeki no Kyojin: Lost Girls,950,OVA,3,Dec2017-Aug2018,132351,7.73
2582,Soukou Kihei Votoms,951,TV,52,Apr1983-Mar1984,16847,7.73
31765,Sword Art Online Movie: Ordinal Scale,952,Movie,1,Feb2017-Feb2017,433235,7.73
39597,Sword Art Online: Alicization - War of Underworld,953,TV,12,Oct2019-Dec2019,306795,7.73
33253,Ajin 2nd Season,954,TV,13,Oct2016-Dec2016,202472,7.73
28249,Arslan Senki (TV),955,TV,25,Apr2015-Sep2015,281742,7.73
2994,Death Note: Rewrite,956,Special,2,Aug2007-Aug2008,139679,7.73
28479,Detective Conan Movie 19: The Hellfire Sunflowers,957,Movie,1,Apr2015-Apr2015,23501,7.73
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,958,Special,1,Feb1993-Feb1993,74070,7.73
30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,959,Special,1,Jul2015-Jul2015,49362,7.73
38671,Enen no Shouboutai,960,TV,24,Jul2019-Dec2019,498203,7.73
106,Hana yori Dango,961,TV,51,Sep1996-Aug1997,44594,7.73
36593,Hug tto! Precure,962,TV,49,Feb2018-Jan2019,10123,7.73
1888,Ichigo Mashimaro OVA,963,OVA,3,Feb2007-Apr2007,19745,7.73
3092,Junjou Romantica,964,TV,12,Apr2008-Jun2008,186050,7.73
2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,965,Movie,1,Apr2007-Apr2007,38531,7.73
251,Kyou kara Maou!,966,TV,78,Apr2004-Feb2006,85411,7.73
4454,Macross F: Close Encounter - Deculture Edition,967,Special,1,Dec2007-Dec2007,11104,7.73
1211,Macross Plus Movie Edition,968,Movie,1,Oct1995-Oct1995,12611,7.73
9510,Mitsudomoe Zouryouchuu!,969,TV,8,Jan2011-Feb2011,38029,7.73
36904,Aggressive Retsuko (ONA),970,ONA,10,Apr2018-Apr2018,89348,7.72
31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",971,OVA,1,Jan2016-Jan2016,51486,7.72
1961,Arashi no Yoru ni,972,Movie,1,Dec2005-Dec2005,18487,7.72
10092,Break Blade 6: Doukoku no Toride,973,Movie,1,Mar2011-Mar2011,48967,7.72
3841,Chi's Sweet Home,974,TV,104,Mar2008-Sep2008,51655,7.72
2724,Daicon Opening Animations,975,Special,2,Aug1981-Aug1983,14552,7.72
42498,Douluo Dalu: Xiaowu Juebie,976,ONA,null,May2020-,725,7.72
33032,Drifters: Special Edition,977,OVA,1,Jun2016-Jun2016,25662,7.72
22265,Free!: Eternal Summer,978,TV,13,Jul2014-Sep2014,272762,7.72
19115,Giovanni no Shima,979,Movie,1,Feb2014-Feb2014,22546,7.72
18619,Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!,980,OVA,1,Jul2014-Jul2014,33117,7.72
644,Hachimitsu to Clover Specials,981,Special,2,Dec2005-Feb2006,26487,7.72
31859,Hai to Gensou no Grimgar,982,TV,12,Jan2016-Mar2016,490289,7.72
33446,Huyao Xiao Hongniang: Yue Hong,983,ONA,13,Jun2016-Sep2016,10313,7.72
32491,Kanojo to Kanojo no Neko: Everything Flows,984,TV,4,Mar2016-Mar2016,85831,7.72
10460,Kimi to Boku.,985,TV,13,Oct2011-Dec2011,137626,7.72
30311,Kuroko no Basket 3rd Season NG-shuu,986,Special,9,Apr2015-Dec2015,29576,7.72
474,Macross Plus,987,OVA,4,Aug1994-Jun1995,35350,7.72
2451,Space Cobra,988,TV,31,Oct1982-May1983,14666,7.72
34902,Tsurezure Children,989,TV,12,Jul2017-Sep2017,407987,7.72
12883,Tsuritama,990,TV,12,Apr2012-Jun2012,134901,7.72
1000,Uchuu Kaizoku Captain Herlock,991,TV,42,Mar1978-Feb1979,26519,7.72
6956,Working!!,992,TV,13,Apr2010-Jun2010,330686,7.72
36160,Yaoguai Mingdan 2nd Season,993,ONA,21,Aug2017-Dec2017,6315,7.72
31783,Yowamushi Pedal: New Generation,994,TV,25,Jan2017-Jun2017,53900,7.72
1376,Ojamajo Doremi Na-i-sho,995,OVA,13,Jun2004-Dec2004,7160,7.71
398,Seikai no Senki III,996,OVA,2,Aug2005-Aug2005,14956,7.71
23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,997,Movie,1,Jun2015-Jun2015,64925,7.71
19775,Sidonia no Kishi,998,TV,12,Apr2014-Jun2014,187407,7.71
9930,Snow Halation,999,Music,1,Dec2010-Dec2010,16155,7.71
182,Tenkuu no Escaflowne,1000,TV,26,Apr1996-Sep1996,121110,7.71
38435,Yao Shen Ji Zhi Ying Yao Pian,1001,ONA,40,Sep2018-Feb2019,4585,7.71
37924,Ani ni Tsukeru Kusuri wa Nai! 2,1002,TV,24,Jul2018-Dec2018,23988,7.71
34430,Detective Conan Movie 21: The Crimson Love Letter,1003,Movie,1,Apr2017-Apr2017,17678,7.71
120,Fruits Basket,1004,TV,26,Jul2001-Dec2001,380150,7.71
28669,Go! Princess Precure,1005,TV,50,Feb2015-Jan2016,11396,7.71
38816,Hello World,1006,Movie,1,Sep2019-Sep2019,68124,7.71
4811,Ichigo Mashimaro Encore,1007,OVA,2,Jan2009-Mar2009,17116,7.71
38619,Joshikousei no Mudazukai,1008,TV,12,Jul2019-Sep2019,62187,7.71
32268,Koyomimonogatari,1009,ONA,12,Jan2016-Mar2016,158919,7.71
40082,Lupin III: The First,1010,Movie,1,Dec2019-Dec2019,8349,7.71
39071,Machikado Mazoku,1011,TV,12,Jul2019-Sep2019,72421,7.71
709,Mujin Wakusei Survive,1012,TV,52,Oct2003-Oct2004,21325,7.71
40111,Nezha Zhi Mo Tong Jiang Shi,1013,Movie,1,Jul2019-Jul2019,5697,7.71
283,Akage no Anne,1014,TV,50,Jan1979-Dec1979,19668,7.7
21995,Ao Haru Ride,1015,TV,12,Jul2014-Sep2014,499766,7.7
477,Aria the Animation,1016,TV,13,Oct2005-Dec2005,119831,7.7
531,Bishoujo Senshi Sailor Moon R: The Movie,1017,Movie,1,Dec1993-Dec1993,48029,7.7
4177,Bounen no Xamdou,1018,ONA,26,Jul2008-Feb2009,113477,7.7
32979,Flip Flappers,1019,TV,13,Oct2016-Dec2016,146140,7.7
1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,1020,Special,1,May2006-May2006,63755,7.7
6904,Hellsing: Digest for Freaks,1021,OVA,1,Jan2006-Jan2006,32482,7.7
35082,Hibike! Euphonium Movie 2: Todoketai Melody,1022,Movie,1,Sep2017-Sep2017,16860,7.7
15487,Kuroko no Basket NG-shuu,1023,Special,9,Jul2012-Mar2013,49974,7.7
444,Maria-sama ga Miteru: Haru,1024,TV,13,Jul2004-Sep2004,21287,7.7
2963,Minami-ke,1025,TV,13,Oct2007-Dec2007,144597,7.7
14511,Minami-ke Tadaima,1026,TV,13,Jan2013-Mar2013,46710,7.7
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,1027,Movie,1,Jul2012-Jul2012,188305,7.7
37407,Penguin Highway,1028,Movie,1,Aug2018-Aug2018,38797,7.7
2594,Piano no Mori,1029,Movie,1,Jul2007-Jul2007,51180,7.7
12021,Poyopoyo Kansatsu Nikki,1030,TV,52,Jan2012-Dec2012,18023,7.7
2547,Princess Sara,1031,TV,46,Jan1985-Dec1985,14219,7.7
40392,Runway de Waratte,1032,TV,12,Jan2020-Mar2020,64564,7.7
6154,Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,1033,Special,2,2003-2003,8282,7.7
290,Seikai no Monshou,1034,TV,13,Jan1999-Mar1999,40484,7.7
18119,Servant x Service,1035,TV,13,Jul2013-Sep2013,157829,7.7
21843,Shingeki no Bahamut: Genesis,1036,TV,12,Oct2014-Dec2014,306594,7.7
22101,Soredemo Sekai wa Utsukushii,1037,TV,12,Apr2014-Jun2014,207826,7.7
95,Turn A Gundam,1038,TV,50,Apr1999-Apr2000,32889,7.7
1293,Urusei Yatsura,1039,TV,195,Oct1981-Mar1986,51402,7.7
38250,Xiao Lu He Xiao Lan,1040,ONA,72,Aug2018-Feb2019,3359,7.7
28677,Yamada-kun to 7-nin no Majo (TV),1041,TV,12,Apr2015-Jun2015,492263,7.7
464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,1042,Movie,1,Mar2005-Mar2005,60821,7.69
34428,Overlord Movie 2: Shikkoku no Eiyuu,1043,Movie,1,Mar2017-Mar2017,43594,7.69
21473,Persona 3 the Movie 2: Midsummer Knight's Dream,1044,Movie,1,Jun2014-Jun2014,57690,7.69
1699,Romeo x Juliet,1045,TV,24,Apr2007-Sep2007,144826,7.69
1279,Taiyou no Ko Esteban,1046,TV,39,Jun1982-Jun1983,9041,7.69
5751,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,1047,OVA,4,May2009-Sep2009,12719,7.69
1002,Top wo Nerae 2! Diebuster,1048,OVA,6,Oct2004-Aug2006,61880,7.69
37773,"Yuru Yuri,",1049,OVA,1,Sep2019-Sep2019,17429,7.69
33337,ACCA: 13-ku Kansatsu-ka,1050,TV,12,Jan2017-Mar2017,111207,7.69
740,Bishoujo Senshi Sailor Moon R,1051,TV,43,Mar1993-Mar1994,110480,7.69
997,Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,1052,Movie,1,Dec1994-Dec1994,40825,7.69
34439,Code Geass: Hangyaku no Lelouch II - Handou,1053,Movie,1,Feb2018-Feb2018,44824,7.69
966,Crayon Shin-chan,1054,TV,null,Apr1992-,50655,7.69
2471,Doraemon (1979),1055,TV,1787,Apr1979-Mar2005,31767,7.69
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,1056,TV,13,Apr2015-Jun2015,919593,7.69
345,Eikoku Koi Monogatari Emma,1057,TV,12,Apr2005-Jun2005,40133,7.69
34855,Gabriel DropOut Specials,1058,Special,2,Mar2017-May2017,49293,7.69
13117,Hakuouki Movie 1: Kyoto Ranbu,1059,Movie,1,Aug2013-Aug2013,22127,7.69
37141,Hataraku Saibou (TV),1060,TV,13,Jul2018-Sep2018,341821,7.69
31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,1061,TV,22,Oct2015-Mar2016,7806,7.69
23385,Kyoukai no Kanata: Shinonome,1062,Special,1,Jul2014-Jul2014,85854,7.69
323,Mousou Dairinin,1063,TV,13,Feb2004-May2004,254133,7.69
2313,Muumindani no Suisei,1064,Movie,1,Aug1992-Aug1992,7183,7.69
14941,AKB0048: Next Stage,1065,TV,13,Jan2013-Mar2013,30841,7.68
11737,Ao no Exorcist Movie,1066,Movie,1,Dec2012-Dec2012,194608,7.68
530,Bishoujo Senshi Sailor Moon,1067,TV,46,Mar1992-Feb1993,245990,7.68
150,Blood+,1068,TV,50,Oct2005-Sep2006,300676,7.68
1690,Bokura no,1069,TV,24,Apr2007-Sep2007,134035,7.68
24913,Bokura wa Minna Kawai-sou: Hajimete no,1070,Special,1,Jan2015-Jan2015,36680,7.68
6772,Break Blade 1: Kakusei no Toki,1071,Movie,1,May2010-May2010,74879,7.68
33071,Bungou Stray Dogs: Hitori Ayumu,1072,OVA,1,Aug2017-Aug2017,75949,7.68
33354,Cardcaptor Sakura: Clear Card-hen,1073,TV,22,Jan2018-Jun2018,84611,7.68
978,Change!! Getter Robo: Sekai Saigo no Hi,1074,OVA,13,Aug1998-May1999,10172,7.68
2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,1075,Movie,1,Apr2001-Apr2001,5304,7.68
233,Daa! Daa! Daa!,1076,TV,78,Mar2000-Feb2002,18898,7.68
7305,Detective Conan Movie 10: Promo Special,1077,Special,1,2006-2006,7471,7.68
1281,Gakkou no Kaidan,1078,TV,19,Oct2000-Mar2001,96345,7.68
31433,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,1079,TV,12,Apr2018-Jun2018,58814,7.68
35806,"Haikyuu!!: vs. ""Akaten""",1080,OVA,1,May2016-May2016,34335,7.68
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,1081,TV,13,Jul2013-Sep2013,50791,7.68
488,Ichigo Mashimaro,1082,TV,12,Jul2005-Oct2005,67359,7.68
22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,1083,Special,1,Jun2014-Jun2014,34059,7.68
1412,Lupin III,1084,TV,23,Oct1971-Mar1972,66906,7.68
87,Mobile Suit Gundam: Char's Counterattack,1085,Movie,1,Mar1988-Mar1988,31692,7.68
36038,Net-juu no Susume,1086,ONA,10,Oct2017-Dec2017,305689,7.68
18897,Nisekoi,1087,TV,20,Jan2014-May2014,745223,7.68
7592,Nurarihyon no Mago,1088,TV,24,Jul2010-Dec2010,207094,7.68
16239,One Piece: Episode of Luffy - Hand Island no Bouken,1089,Special,1,Dec2012-Dec2012,36064,7.68
35240,Princess Principal,1090,TV,12,Jul2017-Sep2017,139791,7.68
208,R.O.D: Read or Die,1091,OVA,3,May2001-Feb2002,54681,7.68
1011,Ranma ½ Super,1092,OVA,3,Sep1995-Jan1996,14748,7.68
2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,1093,Movie,1,Jul1995-Jul1995,11750,7.68
540,Tenchi Muyou! Ryououki 2nd Season,1094,OVA,6,Sep1994-Sep1995,22668,7.68
9000,Toaru Hikuushi e no Tsuioku,1095,Movie,1,Oct2011-Oct2011,50484,7.68
856,Utawarerumono,1096,TV,26,Apr2006-Sep2006,133633,7.68
28927,Owari no Seraph: Nagoya Kessen-hen,1097,TV,12,Oct2015-Dec2015,461343,7.67
39355,Radiant 2nd Season,1098,TV,21,Oct2019-Feb2020,53804,7.67
65,Rozen Maiden: Träumend,1099,TV,12,Oct2005-Jan2006,90831,7.67
6444,Tegamibachi,1100,TV,25,Oct2009-Mar2010,99057,7.67
539,Tenchi Muyou! Ryououki,1101,OVA,6,Sep1992-Mar1993,39370,7.67
885,Tenshi no Tamago,1102,OVA,1,Dec1985-Dec1985,79713,7.67
31711,To LOVE-Ru Darkness 2nd Specials,1103,Special,2,Feb2016-Feb2016,64363,7.67
37956,3D Kanojo: Real Girl 2nd Season,1104,TV,12,Jan2019-Mar2019,83547,7.67
60,Chrno Crusade,1105,TV,24,Nov2003-Jun2004,190528,7.67
71,Full Metal Panic!,1106,TV,24,Jan2002-Jun2002,388641,7.67
74,Gakuen Alice,1107,TV,26,Oct2004-May2005,76244,7.67
240,Genshiken,1108,TV,12,Oct2004-Dec2004,143296,7.67
1813,Genshiken OVA,1109,OVA,3,Dec2006-Apr2007,43906,7.67
10350,Hakuouki Sekkaroku,1110,OVA,6,Aug2011-Jun2012,22500,7.67
160,"Ima, Soko ni Iru Boku",1111,TV,13,Oct1999-Jan2000,100554,7.67
450,InuYasha Movie 2: Kagami no Naka no Mugenjo,1112,Movie,1,Dec2002-Dec2002,77174,7.67
255,Jungle wa Itsumo Hare nochi Guu Final,1113,OVA,7,Dec2003-Jun2004,8959,7.67
24439,Kekkai Sensen,1114,TV,12,Apr2015-Oct2015,553865,7.67
324,Kidou Keisatsu Patlabor: On Television,1115,TV,47,Oct1989-Sep1990,26860,7.67
32870,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,1116,Movie,1,Oct2016-Oct2016,18747,7.67
40504,Major 2nd (TV) 2nd Season,1117,TV,null,Apr2020-,8896,7.67
951,Chibi Maruko-chan,1118,TV,142,Jan1990-Sep1992,8505,7.66
33988,Demi-chan wa Kataritai,1119,TV,12,Jan2017-Mar2017,284109,7.66
38436,Doupo Cangqiong 3rd Season,1120,ONA,12,Jul2019-Sep2019,2731,7.66
2229,Dragon Quest: Dai no Daibouken (TV),1121,TV,46,Oct1991-Sep1992,16365,7.66
123,Fushigi Yuugi,1122,TV,52,Apr1995-Mar1996,90793,7.66
40010,Ishuzoku Reviewers,1123,TV,12,Jan2020-Mar2020,254746,7.66
228,Jigoku Shoujo,1124,TV,26,Oct2005-Apr2006,267943,7.66
3713,Jigoku Shoujo Mitsuganae,1125,TV,26,Oct2008-Apr2009,84549,7.66
27991,K: Return of Kings,1126,TV,13,Oct2015-Dec2015,232022,7.66
2593,Kara no Kyoukai 1: Fukan Fuukei,1127,Movie,1,Dec2007-Dec2007,296999,7.66
32869,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,1128,Movie,1,Sep2016-Sep2016,21714,7.66
6050,Mahou Sensei Negima!: Mou Hitotsu no Sekai,1129,OVA,4,Sep2009-Aug2010,20358,7.66
1915,Mahou Shoujo Lyrical Nanoha StrikerS,1130,TV,26,Apr2007-Sep2007,45781,7.66
18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,1131,Special,1,Dec2013-Dec2013,25904,7.66
31592,Pokemon XY&Z,1132,TV,47,Oct2015-Oct2016,63542,7.66
10717,Towa no Quon 6: Towa no Quon,1133,Movie,1,Nov2011-Nov2011,29291,7.66
34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,1134,TV,6,Nov2017-Jan2018,28072,7.66
1008,Ranma ½: Yomigaeru Kioku,1135,OVA,2,Dec1994-Feb1995,15418,7.65
38414,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,1136,Movie,1,Nov2019-Nov2019,102814,7.65
35777,Rilakkuma to Kaoru-san,1137,ONA,13,Apr2019-Apr2019,7508,7.65
9790,Sora no Otoshimono: Tokeijikake no Angeloid,1138,Movie,1,Jun2011-Jun2011,108771,7.65
8937,Toaru Majutsu no Index II,1139,TV,24,Oct2010-Apr2011,331227,7.65
34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,1140,TV,6,Oct2017-Nov2017,30674,7.65
39959,Ani ni Tsukeru Kusuri wa Nai! 3,1141,TV,12,Oct2019-Dec2019,15986,7.65
9919,Ao no Exorcist,1142,TV,25,Apr2011-Oct2011,1238493,7.65
9471,Baka to Test to Shoukanjuu: Matsuri,1143,OVA,2,Feb2011-Mar2011,103084,7.65
371,Cardcaptor Sakura Movie 1,1144,Movie,1,Aug1999-Aug1999,79103,7.65
19671,Free!: FrFr - Short Movie,1145,Special,7,Sep2013-Jan2014,54118,7.65
32948,Fune wo Amu,1146,TV,11,Oct2016-Dec2016,77159,7.65
4725,Ga-Rei: Zero,1147,TV,12,Oct2008-Dec2008,197913,7.65
28539,Garo Movie: Divine Flame,1148,Movie,1,May2016-May2016,18934,7.65
40861,Hakumei no Tsubasa,1149,ONA,7,Jan2020-Aug2020,8110,7.65
6637,Higashi no Eden Movie II: Paradise Lost,1150,Movie,1,Mar2010-Mar2010,119247,7.65
10935,Hourou Musuko Specials,1151,Special,2,Aug2011-Sep2011,7760,7.65
3931,Initial D Battle Stage 2,1152,OVA,1,May2007-May2007,19987,7.65
2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,1153,Movie,1,Oct1988-Oct1988,7024,7.65
10389,Momo e no Tegami,1154,Movie,1,Apr2012-Apr2012,58871,7.65
30347,Nanatsu no Taizai OVA,1155,OVA,2,Jun2015-Aug2015,119749,7.65
31953,New Game!,1156,TV,12,Jul2016-Sep2016,301055,7.65
32977,Aggressive Retsuko,1157,TV,100,Apr2016-Mar2018,56953,7.64
9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,1158,OVA,3,Nov2010-Jun2011,55814,7.64
9062,Angel Beats! Specials,1159,Special,2,Dec2010-Jun2015,213070,7.64
6347,Baka to Test to Shoukanjuu,1160,TV,13,Jan2010-Apr2010,490983,7.64
110,Chuuka Ichiban!,1161,TV,52,Apr1997-Sep1998,14229,7.64
4596,Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,1162,OVA,1,Feb2008-Feb2008,32905,7.64
8086,Densetsu no Yuusha no Densetsu,1163,TV,24,Jul2010-Dec2010,228123,7.64
24765,Gakkougurashi!,1164,TV,12,Jul2015-Sep2015,307302,7.64
36094,Hakumei to Mikochi,1165,TV,12,Jan2018-Mar2018,44074,7.64
9065,Hakuouki Hekketsuroku,1166,TV,10,Oct2010-Dec2010,70837,7.64
8479,Hetalia World Series,1167,ONA,48,Mar2010-Mar2011,92128,7.64
6927,Higashi no Eden: Air Communication,1168,Movie,1,Sep2009-Sep2009,27974,7.64
1606,Kekkaishi (TV),1169,TV,52,Oct2006-Feb2008,87847,7.64
331,Mahoujin Guruguru,1170,TV,45,Oct1994-Sep1995,8310,7.64
2985,Majin Tantei Nougami Neuro,1171,TV,25,Oct2007-Mar2008,57189,7.64
24135,Nobunaga Concerto,1172,TV,10,Jul2014-Sep2014,43966,7.64
528,Pokemon Movie 01: Mewtwo no Gyakushuu,1173,Movie,1,Jul1998-Jul1998,174464,7.64
5507,Senjou no Valkyria,1174,TV,26,Apr2009-Sep2009,111700,7.64
25801,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,1175,OVA,2,Mar2015-Aug2015,8096,7.64
30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,1176,TV,13,Oct2015-Dec2015,11702,7.64
40540,Sword Art Online: Alicization - War of Underworld 2nd Season,1177,TV,11,Jul2020-,182624,7.64
6046,Tales of Vesperia: The First Strike,1178,Movie,1,Oct2009-Oct2009,42252,7.64
25729,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,1179,Movie,1,Apr2015-Apr2015,8478,7.64
10278,The iDOLM@STER,1180,TV,25,Jul2011-Dec2011,123929,7.64
2557,Trapp Ikka Monogatari,1181,TV,40,Jan1991-Dec1991,5469,7.64
36125,Uchiage Hanabi,1182,Music,1,Aug2017-Aug2017,13946,7.64
9441,Yume-iro Pâtissière SP Professional,1183,TV,13,Oct2010-Dec2010,31208,7.64
584,Noein: Mou Hitori no Kimi e,1184,TV,24,Oct2005-Mar2006,75593,7.63
32729,Orange,1185,TV,13,Jul2016-Sep2016,449435,7.63
34161,Overlord Movie 1: Fushisha no Ou,1186,Movie,1,Feb2017-Feb2017,51609,7.63
9745,Sengoku Basara Movie: The Last Party,1187,Movie,1,Jun2011-Jun2011,24676,7.63
2787,Shakugan no Shana II (Second),1188,TV,24,Oct2007-Mar2008,258599,7.63
21755,Shin Tennis no Ouji-sama OVA vs. Genius 10,1189,OVA,10,Oct2014-Jun2015,11935,7.63
35503,Shoujo☆Kageki Revue Starlight,1190,TV,12,Jul2018-Sep2018,51777,7.63
13851,To LOVE-Ru Darkness OVA,1191,OVA,6,Aug2012-Apr2015,99041,7.63
1830,Utawarerumono Specials,1192,Special,6,Aug2006-Feb2007,13734,7.63
40854,BanG Dream! Garupa☆Pico: Oomori,1193,TV,null,May2020-,3423,7.63
2213,Black Jack (TV),1194,TV,61,Oct2004-Mar2006,25536,7.63
8247,Bleach Movie 4: Jigoku-hen,1195,Movie,1,Dec2010-Dec2010,146590,7.63
874,Digimon Tamers,1196,TV,51,Apr2001-Mar2002,149260,7.63
37959,Gakuen Babysitters Special,1197,Special,1,Sep2018-Sep2018,13747,7.63
132,GetBackers,1198,TV,49,Oct2002-Sep2003,100278,7.63
37007,Hinomaruzumou,1199,TV,24,Oct2018-Mar2019,69966,7.63
37962,IDOLiSH7: Second Beat!,1200,TV,15,Apr2020-,10550,7.63
13403,Inu x Boku SS Special,1201,Special,1,Sep2012-Sep2012,71880,7.63
38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,1202,TV,12,Jan2020-Mar2020,202042,7.63
37306,K: Seven Stories Movie 5 - Memory of Red - Burn,1203,Movie,1,Nov2018-Nov2018,12653,7.63
6172,Layton Kyouju to Eien no Utahime,1204,Movie,1,Dec2009-Dec2009,21840,7.63
23321,Log Horizon 2nd Season,1205,TV,25,Oct2014-Mar2015,434360,7.63
37027,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,1206,Movie,1,Jan2019-Jan2019,23632,7.63
1418,"Lupin III: Episode 0 ""First Contact""",1207,Special,1,Jul2002-Jul2002,7570,7.63
12917,Madang-eul Naon Amtalg,1208,Movie,1,Jul2011-Jul2011,2994,7.63
1483,Master Keaton,1209,TV,24,Oct1998-Mar1999,17434,7.63
24151,Ao Haru Ride OVA,1210,OVA,2,Aug2014-Dec2014,89021,7.62
37869,BanG Dream! 2nd Season,1211,TV,13,Jan2019-Mar2019,23574,7.62
39619,BanG Dream! Film Live,1212,Movie,1,Sep2019-Sep2019,5512,7.62
7471,Detective Conan Movie 09: Promo Special,1213,Special,1,2005-2005,7396,7.62
7303,Detective Conan: Black History,1214,Special,1,Dec2007-Dec2007,6144,7.62
41120,Fugou Keiji: Balance:Unlimited,1215,TV,11,Apr2020-,118846,7.62
31931,Full Metal Panic! Invisible Victory,1216,TV,12,Apr2018-Jul2018,69606,7.62
2405,Hello! Lady Lynn,1217,TV,36,May1988-Jan1989,2974,7.62
6372,Higashi no Eden Movie I: The King of Eden,1218,Movie,1,Nov2009-Nov2009,139046,7.62
617,Juubee Ninpuuchou,1219,Movie,1,Jun1993-Jun1993,93202,7.62
6624,Kara no Kyoukai Remix: Gate of Seventh Heaven,1220,Movie,1,Mar2009-Mar2009,35894,7.62
10620,Mirai Nikki,1221,TV,26,Oct2011-Apr2012,1359707,7.62
7627,Mitsudomoe,1222,TV,13,Jul2010-Sep2010,86175,7.62
39651,Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,1223,OVA,1,Sep2019-Sep2019,38873,7.62
7270,Mobile Suit Gundam 00 Special Edition,1224,OVA,3,Oct2009-Feb2010,9729,7.62
2112,Over Drive,1225,TV,26,Apr2007-Sep2007,37831,7.62
24543,Persona 3 the Movie 3: Falling Down,1226,Movie,1,Apr2015-Apr2015,47752,7.62
32542,Sakamoto Desu ga?,1227,TV,12,Apr2016-Jul2016,467355,7.62
8675,Seitokai Yakuindomo,1228,TV,13,Jul2010-Sep2010,361852,7.62
23775,Shingeki no Kyojin Movie 1: Guren no Yumiya,1229,Movie,1,Nov2014-Nov2014,67389,7.62
9751,Strike Witches Movie,1230,Movie,1,Mar2012-Mar2012,33441,7.62
10715,Towa no Quon 4: Guren no Shoushin,1231,Movie,1,Sep2011-Sep2011,28322,7.62
969,Tsubasa Chronicle 2nd Season,1232,TV,26,Apr2006-Nov2006,100873,7.62
